xtype	sim_id	trial	strategy	p
discrete	46	18	3	1.0
discrete	46	19	0	0.0
discrete	46	19	1	0.0
discrete	46	19	2	0.0
discrete	46	19	3	1.0
discrete	46	20	0	0.0
discrete	46	20	1	0.0
discrete	46	20	2	0.0
discrete	46	20	3	1.0
discrete	46	21	0	0.0
discrete	46	21	1	0.0
discrete	46	21	2	0.0
discrete	46	21	3	1.0
discrete	46	22	0	0.0
discrete	46	22	1	0.0
discrete	46	22	2	0.0
discrete	46	22	3	1.0
discrete	46	23	0	0.0
discrete	46	23	1	0.0
discrete	46	23	2	0.0
discrete	46	23	3	1.0
discrete	46	24	0	0.0
discrete	46	24	1	0.0
discrete	46	24	2	0.0
discrete	46	24	3	1.0
discrete	47	0	0	0.0
discrete	47	0	1	1.0
discrete	47	0	2	0.0
discrete	47	0	3	0.0
discrete	47	1	0	0.0
discrete	47	1	1	0.0
discrete	47	1	2	1.0
discrete	47	1	3	0.0
discrete	47	2	0	0.0
discrete	47	2	1	0.0
discrete	47	2	2	1.0
discrete	47	2	3	0.0
discrete	47	3	0	0.0
discrete	47	3	1	0.0
discrete	47	3	2	1.0
discrete	47	3	3	0.0
discrete	47	4	0	0.0
discrete	47	4	1	0.0
discrete	47	4	2	1.0
discrete	47	4	3	0.0
discrete	47	5	0	0.0
discrete	47	5	1	0.0
discrete	47	5	2	1.0
discrete	47	5	3	0.0
discrete	47	6	0	0.0
discrete	47	6	1	0.0
discrete	47	6	2	1.0
discrete	47	6	3	0.0
discrete	47	7	0	0.0
discrete	47	7	1	0.0
discrete	47	7	2	1.0
discrete	47	7	3	0.0
discrete	47	8	0	0.0
discrete	47	8	1	0.0
discrete	47	8	2	1.0
discrete	47	8	3	0.0
discrete	47	9	0	0.0
discrete	47	9	1	0.0
discrete	47	9	2	1.0
discrete	47	9	3	0.0
discrete	47	10	0	0.0
discrete	47	10	1	0.0
discrete	47	10	2	1.0
discrete	47	10	3	0.0
discrete	47	11	0	0.0
discrete	47	11	1	0.0
discrete	47	11	2	1.0
discrete	47	11	3	0.0
discrete	47	12	0	0.0
discrete	47	12	1	0.0
discrete	47	12	2	1.0
discrete	47	12	3	0.0
discrete	47	13	0	0.0
discrete	47	13	1	0.0
discrete	47	13	2	1.0
discrete	47	13	3	0.0
discrete	47	14	0	0.0
discrete	47	14	1	0.0
discrete	47	14	2	0.0
discrete	47	14	3	1.0
discrete	47	15	0	0.0
discrete	47	15	1	0.0
discrete	47	15	2	0.0
discrete	47	15	3	1.0
discrete	47	16	0	0.0
discrete	47	16	1	0.0
discrete	47	16	2	0.0
discrete	47	16	3	1.0
discrete	47	17	0	0.0
discrete	47	17	1	0.0
discrete	47	17	2	0.0
discrete	47	17	3	1.0
discrete	47	18	0	0.0
discrete	47	18	1	0.0
discrete	47	18	2	0.0
discrete	47	18	3	1.0
discrete	47	19	0	0.0
discrete	47	19	1	0.0
discrete	47	19	2	0.0
discrete	47	19	3	1.0
discrete	47	20	0	0.0
discrete	47	20	1	0.0
discrete	47	20	2	0.0
discrete	47	20	3	1.0
discrete	47	21	0	0.0
discrete	47	21	1	0.0
discrete	47	21	2	0.0
discrete	47	21	3	1.0
discrete	47	22	0	0.0
discrete	47	22	1	0.0
discrete	47	22	2	0.0
discrete	47	22	3	1.0
discrete	47	23	0	0.0
discrete	47	23	1	0.0
discrete	47	23	2	0.0
discrete	47	23	3	1.0
discrete	47	24	0	0.0
discrete	47	24	1	0.0
discrete	47	24	2	0.0
discrete	47	24	3	1.0
discrete	48	0	0	0.0
discrete	48	0	1	0.0
discrete	48	0	2	0.0
discrete	48	0	3	1.0
discrete	48	1	0	0.0
discrete	48	1	1	0.0
discrete	48	1	2	0.0
discrete	48	1	3	1.0
discrete	48	2	0	0.0
discrete	48	2	1	0.0
discrete	48	2	2	0.0
discrete	48	2	3	1.0
discrete	48	3	0	0.0
discrete	48	3	1	0.0
discrete	48	3	2	0.0
discrete	48	3	3	1.0
discrete	48	4	0	0.0
discrete	48	4	1	0.0
discrete	48	4	2	0.0
discrete	48	4	3	1.0
discrete	48	5	0	0.0
discrete	48	5	1	0.0
discrete	48	5	2	0.0
discrete	48	5	3	1.0
discrete	48	6	0	0.0
discrete	48	6	1	0.0
discrete	48	6	2	0.0
discrete	48	6	3	1.0
discrete	48	7	0	0.0
discrete	48	7	1	0.0
discrete	48	7	2	0.0
discrete	48	7	3	1.0
discrete	48	8	0	0.0
discrete	48	8	1	0.0
discrete	48	8	2	0.0
discrete	48	8	3	1.0
discrete	48	9	0	0.0
discrete	48	9	1	0.0
discrete	48	9	2	0.0
discrete	48	9	3	1.0
discrete	48	10	0	0.0
discrete	48	10	1	0.0
discrete	48	10	2	0.0
discrete	48	10	3	1.0
discrete	48	11	0	0.0
discrete	48	11	1	0.0
discrete	48	11	2	0.0
discrete	48	11	3	1.0
discrete	48	12	0	0.0
discrete	48	12	1	0.0
discrete	48	12	2	0.0
discrete	48	12	3	1.0
discrete	48	13	0	0.0
discrete	48	13	1	0.0
discrete	48	13	2	0.0
discrete	48	13	3	1.0
discrete	48	14	0	0.0
discrete	48	14	1	0.0
discrete	48	14	2	0.0
discrete	48	14	3	1.0
discrete	48	15	0	0.0
discrete	48	15	1	0.0
discrete	48	15	2	0.0
discrete	48	15	3	1.0
discrete	48	16	0	0.0
discrete	48	16	1	0.0
discrete	48	16	2	0.0
discrete	48	16	3	1.0
discrete	48	17	0	0.0
discrete	48	17	1	0.0
discrete	48	17	2	0.0
discrete	48	17	3	1.0
discrete	48	18	0	0.0
discrete	48	18	1	0.0
discrete	48	18	2	0.0
discrete	48	18	3	1.0
discrete	48	19	0	0.0
discrete	48	19	1	0.0
discrete	48	19	2	0.0
discrete	48	19	3	1.0
discrete	48	20	0	0.0
discrete	48	20	1	0.0
discrete	48	20	2	0.0
discrete	48	20	3	1.0
discrete	48	21	0	0.0
discrete	48	21	1	0.0
discrete	48	21	2	0.0
discrete	48	21	3	1.0
discrete	48	22	0	0.0
discrete	48	22	1	0.0
discrete	48	22	2	0.0
discrete	48	22	3	1.0
discrete	48	23	0	0.0
discrete	48	23	1	0.0
discrete	48	23	2	0.0
discrete	48	23	3	1.0
discrete	48	24	0	0.0
discrete	48	24	1	0.0
discrete	48	24	2	0.0
discrete	48	24	3	1.0
discrete	49	0	0	0.0
discrete	49	0	1	0.0
discrete	49	0	2	1.0
discrete	49	0	3	0.0
discrete	49	1	0	0.0
discrete	49	1	1	0.0
discrete	49	1	2	0.0
discrete	49	1	3	1.0
discrete	49	2	0	0.0
discrete	49	2	1	0.0
discrete	49	2	2	0.0
discrete	49	2	3	1.0
discrete	49	3	0	0.0
discrete	49	3	1	0.0
discrete	49	3	2	0.0
discrete	49	3	3	1.0
discrete	49	4	0	0.0
discrete	49	4	1	0.0
discrete	49	4	2	0.0
discrete	49	4	3	1.0
discrete	49	5	0	0.0
discrete	49	5	1	0.0
discrete	49	5	2	0.0
discrete	49	5	3	1.0
discrete	49	6	0	0.0
discrete	49	6	1	0.0
discrete	49	6	2	0.0
discrete	49	6	3	1.0
discrete	49	7	0	0.0
discrete	49	7	1	0.0
discrete	49	7	2	0.0
discrete	49	7	3	1.0
discrete	49	8	0	0.0
discrete	49	8	1	0.0
discrete	49	8	2	0.0
discrete	49	8	3	1.0
discrete	49	9	0	0.0
discrete	49	9	1	0.0
discrete	49	9	2	0.0
discrete	49	9	3	1.0
discrete	49	10	0	0.0
discrete	49	10	1	0.0
discrete	49	10	2	0.0
discrete	49	10	3	1.0
discrete	49	11	0	0.0
discrete	49	11	1	0.0
discrete	49	11	2	0.0
discrete	49	11	3	1.0
discrete	49	12	0	0.0
discrete	49	12	1	0.0
discrete	49	12	2	0.0
discrete	49	12	3	1.0
discrete	49	13	0	0.0
discrete	49	13	1	0.0
discrete	49	13	2	0.0
discrete	49	13	3	1.0
discrete	49	14	0	0.0
discrete	49	14	1	0.0
discrete	49	14	2	0.0
discrete	49	14	3	1.0
discrete	49	15	0	0.0
discrete	49	15	1	0.0
discrete	49	15	2	0.0
discrete	49	15	3	1.0
discrete	49	16	0	0.0
discrete	49	16	1	0.0
discrete	49	16	2	0.0
discrete	49	16	3	1.0
discrete	49	17	0	0.0
discrete	49	17	1	0.0
discrete	49	17	2	0.0
discrete	49	17	3	1.0
discrete	49	18	0	0.0
discrete	49	18	1	0.0
discrete	49	18	2	0.0
discrete	49	18	3	1.0
discrete	49	19	0	0.0
discrete	49	19	1	0.0
discrete	49	19	2	0.0
discrete	49	19	3	1.0
discrete	49	20	0	0.0
discrete	49	20	1	0.0
discrete	49	20	2	0.0
discrete	49	20	3	1.0
discrete	49	21	0	0.0
discrete	49	21	1	0.0
discrete	49	21	2	0.0
discrete	49	21	3	1.0
discrete	49	22	0	0.0
discrete	49	22	1	0.0
discrete	49	22	2	0.0
discrete	49	22	3	1.0
discrete	49	23	0	0.0
discrete	49	23	1	0.0
discrete	49	23	2	0.0
discrete	49	23	3	1.0
discrete	49	24	0	0.0
discrete	49	24	1	0.0
discrete	49	24	2	0.0
discrete	49	24	3	1.0
discrete	50	0	0	0.0
discrete	50	0	1	0.0
discrete	50	0	2	0.0
discrete	50	0	3	1.0
discrete	50	1	0	0.0
discrete	50	1	1	0.0
discrete	50	1	2	0.0
discrete	50	1	3	1.0
discrete	50	2	0	0.0
discrete	50	2	1	0.0
discrete	50	2	2	0.0
discrete	50	2	3	1.0
discrete	50	3	0	0.0
discrete	50	3	1	0.0
discrete	50	3	2	0.0
discrete	50	3	3	1.0
discrete	50	4	0	0.0
discrete	50	4	1	0.0
discrete	50	4	2	0.0
discrete	50	4	3	1.0
discrete	50	5	0	0.0
discrete	50	5	1	0.0
discrete	50	5	2	0.0
discrete	50	5	3	1.0
discrete	50	6	0	0.0
discrete	50	6	1	0.0
discrete	50	6	2	0.0
discrete	50	6	3	1.0
discrete	50	7	0	0.0
discrete	50	7	1	0.0
discrete	50	7	2	0.0
discrete	50	7	3	1.0
discrete	50	8	0	0.0
discrete	50	8	1	0.0
discrete	50	8	2	0.0
discrete	50	8	3	1.0
discrete	50	9	0	0.0
discrete	50	9	1	0.0
discrete	50	9	2	0.0
discrete	50	9	3	1.0
discrete	50	10	0	0.0
discrete	50	10	1	0.0
discrete	50	10	2	0.0
discrete	50	10	3	1.0
discrete	50	11	0	0.0
discrete	50	11	1	0.0
discrete	50	11	2	0.0
discrete	50	11	3	1.0
discrete	50	12	0	0.0
discrete	50	12	1	0.0
discrete	50	12	2	0.0
discrete	50	12	3	1.0
discrete	50	13	0	0.0
discrete	50	13	1	0.0
discrete	50	13	2	0.0
discrete	50	13	3	1.0
discrete	50	14	0	0.0
discrete	50	14	1	0.0
discrete	50	14	2	0.0
discrete	50	14	3	1.0
discrete	50	15	0	0.0
discrete	50	15	1	0.0
discrete	50	15	2	0.0
discrete	50	15	3	1.0
discrete	50	16	0	0.0
discrete	50	16	1	0.0
discrete	50	16	2	0.0
discrete	50	16	3	1.0
discrete	50	17	0	0.0
discrete	50	17	1	0.0
discrete	50	17	2	0.0
discrete	50	17	3	1.0
discrete	50	18	0	0.0
discrete	50	18	1	0.0
discrete	50	18	2	0.0
discrete	50	18	3	1.0
discrete	50	19	0	0.0
discrete	50	19	1	0.0
discrete	50	19	2	0.0
discrete	50	19	3	1.0
discrete	50	20	0	0.0
discrete	50	20	1	0.0
discrete	50	20	2	0.0
discrete	50	20	3	1.0
discrete	50	21	0	0.0
discrete	50	21	1	0.0
discrete	50	21	2	0.0
discrete	50	21	3	1.0
discrete	50	22	0	0.0
discrete	50	22	1	0.0
discrete	50	22	2	0.0
discrete	50	22	3	1.0
discrete	50	23	0	0.0
discrete	50	23	1	0.0
discrete	50	23	2	0.0
discrete	50	23	3	1.0
discrete	50	24	0	0.0
discrete	50	24	1	0.0
discrete	50	24	2	0.0
discrete	50	24	3	1.0
discrete	51	0	0	0.0
discrete	51	0	1	0.0
discrete	51	0	2	1.0
discrete	51	0	3	0.0
discrete	51	1	0	0.0
discrete	51	1	1	0.0
discrete	51	1	2	0.0
discrete	51	1	3	1.0
discrete	51	2	0	0.0
discrete	51	2	1	0.0
discrete	51	2	2	0.0
discrete	51	2	3	1.0
discrete	51	3	0	0.0
discrete	51	3	1	0.0
discrete	51	3	2	0.0
discrete	51	3	3	1.0
discrete	51	4	0	0.0
discrete	51	4	1	0.0
discrete	51	4	2	0.0
discrete	51	4	3	1.0
discrete	51	5	0	0.0
discrete	51	5	1	0.0
discrete	51	5	2	0.0
discrete	51	5	3	1.0
discrete	51	6	0	0.0
discrete	51	6	1	0.0
discrete	51	6	2	0.0
discrete	51	6	3	1.0
discrete	51	7	0	0.0
discrete	51	7	1	0.0
discrete	51	7	2	0.0
discrete	51	7	3	1.0
discrete	51	8	0	0.0
discrete	51	8	1	0.0
discrete	51	8	2	0.0
discrete	51	8	3	1.0
discrete	51	9	0	0.0
discrete	51	9	1	0.0
discrete	51	9	2	0.0
discrete	51	9	3	1.0
discrete	51	10	0	0.0
discrete	51	10	1	0.0
discrete	51	10	2	0.0
discrete	51	10	3	1.0
discrete	51	11	0	0.0
discrete	51	11	1	0.0
discrete	51	11	2	0.0
discrete	51	11	3	1.0
discrete	51	12	0	0.0
discrete	51	12	1	0.0
discrete	51	12	2	0.0
discrete	51	12	3	1.0
discrete	51	13	0	0.0
discrete	51	13	1	0.0
discrete	51	13	2	0.0
discrete	51	13	3	1.0
discrete	51	14	0	0.0
discrete	51	14	1	0.0
discrete	51	14	2	0.0
discrete	51	14	3	1.0
discrete	51	15	0	0.0
discrete	51	15	1	0.0
discrete	51	15	2	0.0
discrete	51	15	3	1.0
discrete	51	16	0	0.0
discrete	51	16	1	0.0
discrete	51	16	2	0.0
discrete	51	16	3	1.0
discrete	51	17	0	0.0
discrete	51	17	1	0.0
discrete	51	17	2	0.0
discrete	51	17	3	1.0
discrete	51	18	0	0.0
discrete	51	18	1	0.0
discrete	51	18	2	0.0
discrete	51	18	3	1.0
discrete	51	19	0	0.0
discrete	51	19	1	0.0
discrete	51	19	2	0.0
discrete	51	19	3	1.0
discrete	51	20	0	0.0
discrete	51	20	1	0.0
discrete	51	20	2	0.0
discrete	51	20	3	1.0
discrete	51	21	0	0.0
discrete	51	21	1	0.0
discrete	51	21	2	0.0
discrete	51	21	3	1.0
discrete	51	22	0	0.0
discrete	51	22	1	0.0
discrete	51	22	2	0.0
discrete	51	22	3	1.0
discrete	51	23	0	0.0
discrete	51	23	1	0.0
discrete	51	23	2	0.0
discrete	51	23	3	1.0
discrete	51	24	0	0.0
discrete	51	24	1	0.0
discrete	51	24	2	0.0
discrete	51	24	3	1.0
discrete	52	0	0	0.0
discrete	52	0	1	1.0
discrete	52	0	2	0.0
discrete	52	0	3	0.0
discrete	52	1	0	0.0
discrete	52	1	1	0.0
discrete	52	1	2	0.0
discrete	52	1	3	1.0
discrete	52	2	0	0.0
discrete	52	2	1	0.0
discrete	52	2	2	0.0
discrete	52	2	3	1.0
discrete	52	3	0	0.0
discrete	52	3	1	0.0
discrete	52	3	2	0.0
discrete	52	3	3	1.0
discrete	52	4	0	0.0
discrete	52	4	1	0.0
discrete	52	4	2	0.0
discrete	52	4	3	1.0
discrete	52	5	0	0.0
discrete	52	5	1	0.0
discrete	52	5	2	0.0
discrete	52	5	3	1.0
discrete	52	6	0	0.0
discrete	52	6	1	0.0
discrete	52	6	2	0.0
discrete	52	6	3	1.0
discrete	52	7	0	0.0
discrete	52	7	1	0.0
discrete	52	7	2	0.0
discrete	52	7	3	1.0
discrete	52	8	0	0.0
discrete	52	8	1	0.0
discrete	52	8	2	0.0
discrete	52	8	3	1.0
discrete	52	9	0	0.0
discrete	52	9	1	0.0
discrete	52	9	2	0.0
discrete	52	9	3	1.0
discrete	52	10	0	0.0
discrete	52	10	1	0.0
discrete	52	10	2	0.0
discrete	52	10	3	1.0
discrete	52	11	0	0.0
discrete	52	11	1	0.0
discrete	52	11	2	0.0
discrete	52	11	3	1.0
discrete	52	12	0	0.0
discrete	52	12	1	0.0
discrete	52	12	2	0.0
discrete	52	12	3	1.0
discrete	52	13	0	0.0
discrete	52	13	1	0.0
discrete	52	13	2	0.0
discrete	52	13	3	1.0
discrete	52	14	0	0.0
discrete	52	14	1	0.0
discrete	52	14	2	0.0
discrete	52	14	3	1.0
discrete	52	15	0	0.0
discrete	52	15	1	0.0
discrete	52	15	2	0.0
discrete	52	15	3	1.0
discrete	52	16	0	0.0
discrete	52	16	1	0.0
discrete	52	16	2	0.0
discrete	52	16	3	1.0
discrete	52	17	0	0.0
discrete	52	17	1	0.0
discrete	52	17	2	0.0
discrete	52	17	3	1.0
discrete	52	18	0	0.0
discrete	52	18	1	0.0
discrete	52	18	2	0.0
discrete	52	18	3	1.0
discrete	52	19	0	0.0
discrete	52	19	1	0.0
discrete	52	19	2	0.0
discrete	52	19	3	1.0
discrete	52	20	0	0.0
discrete	52	20	1	0.0
discrete	52	20	2	0.0
discrete	52	20	3	1.0
discrete	52	21	0	0.0
discrete	52	21	1	0.0
discrete	52	21	2	0.0
discrete	52	21	3	1.0
discrete	52	22	0	0.0
discrete	52	22	1	0.0
discrete	52	22	2	0.0
discrete	52	22	3	1.0
discrete	52	23	0	0.0
discrete	52	23	1	0.0
discrete	52	23	2	0.0
discrete	52	23	3	1.0
discrete	52	24	0	0.0
discrete	52	24	1	0.0
discrete	52	24	2	0.0
discrete	52	24	3	1.0
discrete	53	0	0	0.0
discrete	53	0	1	1.0
discrete	53	0	2	0.0
discrete	53	0	3	0.0
discrete	53	1	0	0.0
discrete	53	1	1	1.0
discrete	53	1	2	0.0
discrete	53	1	3	0.0
discrete	53	2	0	0.0
discrete	53	2	1	0.0
discrete	53	2	2	1.0
discrete	53	2	3	0.0
discrete	53	3	0	0.0
discrete	53	3	1	0.0
discrete	53	3	2	0.0
discrete	53	3	3	1.0
discrete	53	4	0	0.0
discrete	53	4	1	0.0
discrete	53	4	2	0.0
discrete	53	4	3	1.0
discrete	53	5	0	0.0
discrete	53	5	1	0.0
discrete	53	5	2	0.0
discrete	53	5	3	1.0
discrete	53	6	0	0.0
discrete	53	6	1	0.0
discrete	53	6	2	0.0
discrete	53	6	3	1.0
discrete	53	7	0	0.0
discrete	53	7	1	0.0
discrete	53	7	2	0.0
discrete	53	7	3	1.0
discrete	53	8	0	0.0
discrete	53	8	1	0.0
discrete	53	8	2	0.0
discrete	53	8	3	1.0
discrete	53	9	0	0.0
discrete	53	9	1	0.0
discrete	53	9	2	0.0
discrete	53	9	3	1.0
discrete	53	10	0	0.0
discrete	53	10	1	0.0
discrete	53	10	2	0.0
discrete	53	10	3	1.0
discrete	53	11	0	0.0
discrete	53	11	1	0.0
discrete	53	11	2	0.0
discrete	53	11	3	1.0
discrete	53	12	0	0.0
discrete	53	12	1	0.0
discrete	53	12	2	0.0
discrete	53	12	3	1.0
discrete	53	13	0	0.0
discrete	53	13	1	0.0
discrete	53	13	2	0.0
discrete	53	13	3	1.0
discrete	53	14	0	0.0
discrete	53	14	1	0.0
discrete	53	14	2	0.0
discrete	53	14	3	1.0
discrete	53	15	0	0.0
discrete	53	15	1	0.0
discrete	53	15	2	0.0
discrete	53	15	3	1.0
discrete	53	16	0	0.0
discrete	53	16	1	0.0
discrete	53	16	2	0.0
discrete	53	16	3	1.0
discrete	53	17	0	0.0
discrete	53	17	1	0.0
discrete	53	17	2	0.0
discrete	53	17	3	1.0
discrete	53	18	0	0.0
discrete	53	18	1	0.0
discrete	53	18	2	0.0
discrete	53	18	3	1.0
discrete	53	19	0	0.0
discrete	53	19	1	0.0
discrete	53	19	2	0.0
discrete	53	19	3	1.0
discrete	53	20	0	0.0
discrete	53	20	1	0.0
discrete	53	20	2	0.0
discrete	53	20	3	1.0
discrete	53	21	0	0.0
discrete	53	21	1	0.0
discrete	53	21	2	0.0
discrete	53	21	3	1.0
discrete	53	22	0	0.0
discrete	53	22	1	0.0
discrete	53	22	2	0.0
discrete	53	22	3	1.0
discrete	53	23	0	0.0
discrete	53	23	1	0.0
discrete	53	23	2	0.0
discrete	53	23	3	1.0
discrete	53	24	0	0.0
discrete	53	24	1	0.0
discrete	53	24	2	0.0
discrete	53	24	3	1.0
discrete	54	0	0	0.0
discrete	54	0	1	0.0
discrete	54	0	2	1.0
discrete	54	0	3	0.0
discrete	54	1	0	0.0
discrete	54	1	1	0.0
discrete	54	1	2	0.0
discrete	54	1	3	1.0
discrete	54	2	0	0.0
discrete	54	2	1	0.0
discrete	54	2	2	0.0
discrete	54	2	3	1.0
discrete	54	3	0	0.0
discrete	54	3	1	0.0
discrete	54	3	2	0.0
discrete	54	3	3	1.0
discrete	54	4	0	0.0
discrete	54	4	1	0.0
discrete	54	4	2	0.0
discrete	54	4	3	1.0
discrete	54	5	0	0.0
discrete	54	5	1	0.0
discrete	54	5	2	0.0
discrete	54	5	3	1.0
discrete	54	6	0	0.0
discrete	54	6	1	0.0
discrete	54	6	2	0.0
discrete	54	6	3	1.0
discrete	54	7	0	0.0
discrete	54	7	1	0.0
discrete	54	7	2	0.0
discrete	54	7	3	1.0
discrete	54	8	0	0.0
discrete	54	8	1	0.0
discrete	54	8	2	0.0
discrete	54	8	3	1.0
discrete	54	9	0	0.0
discrete	54	9	1	0.0
discrete	54	9	2	0.0
discrete	54	9	3	1.0
discrete	54	10	0	0.0
discrete	54	10	1	0.0
discrete	54	10	2	0.0
discrete	54	10	3	1.0
discrete	54	11	0	0.0
discrete	54	11	1	0.0
discrete	54	11	2	0.0
discrete	54	11	3	1.0
discrete	54	12	0	0.0
discrete	54	12	1	0.0
discrete	54	12	2	0.0
discrete	54	12	3	1.0
discrete	54	13	0	0.0
discrete	54	13	1	0.0
discrete	54	13	2	0.0
discrete	54	13	3	1.0
discrete	54	14	0	0.0
discrete	54	14	1	0.0
discrete	54	14	2	0.0
discrete	54	14	3	1.0
discrete	54	15	0	0.0
discrete	54	15	1	0.0
discrete	54	15	2	0.0
discrete	54	15	3	1.0
discrete	54	16	0	0.0
discrete	54	16	1	0.0
discrete	54	16	2	0.0
discrete	54	16	3	1.0
discrete	54	17	0	0.0
discrete	54	17	1	0.0
discrete	54	17	2	0.0
discrete	54	17	3	1.0
discrete	54	18	0	0.0
discrete	54	18	1	0.0
discrete	54	18	2	0.0
discrete	54	18	3	1.0
discrete	54	19	0	0.0
discrete	54	19	1	0.0
discrete	54	19	2	0.0
discrete	54	19	3	1.0
discrete	54	20	0	0.0
discrete	54	20	1	0.0
discrete	54	20	2	0.0
discrete	54	20	3	1.0
discrete	54	21	0	0.0
discrete	54	21	1	0.0
discrete	54	21	2	0.0
discrete	54	21	3	1.0
discrete	54	22	0	0.0
discrete	54	22	1	0.0
discrete	54	22	2	0.0
discrete	54	22	3	1.0
discrete	54	23	0	0.0
discrete	54	23	1	0.0
discrete	54	23	2	0.0
discrete	54	23	3	1.0
discrete	54	24	0	0.0
discrete	54	24	1	0.0
discrete	54	24	2	0.0
discrete	54	24	3	1.0
discrete	55	0	0	0.0
discrete	55	0	1	1.0
discrete	55	0	2	0.0
discrete	55	0	3	0.0
discrete	55	1	0	0.0
discrete	55	1	1	0.0
discrete	55	1	2	1.0
discrete	55	1	3	0.0
discrete	55	2	0	0.0
discrete	55	2	1	0.0
discrete	55	2	2	1.0
discrete	55	2	3	0.0
discrete	55	3	0	0.0
discrete	55	3	1	0.0
discrete	55	3	2	1.0
discrete	55	3	3	0.0
discrete	55	4	0	0.0
discrete	55	4	1	0.0
discrete	55	4	2	1.0
discrete	55	4	3	0.0
discrete	55	5	0	0.0
discrete	55	5	1	0.0
discrete	55	5	2	1.0
discrete	55	5	3	0.0
discrete	55	6	0	0.0
discrete	55	6	1	0.0
discrete	55	6	2	0.0
discrete	55	6	3	1.0
discrete	55	7	0	0.0
discrete	55	7	1	0.0
discrete	55	7	2	0.0
discrete	55	7	3	1.0
discrete	55	8	0	0.0
discrete	55	8	1	0.0
discrete	55	8	2	0.0
discrete	55	8	3	1.0
discrete	55	9	0	0.0
discrete	55	9	1	0.0
discrete	55	9	2	0.0
discrete	55	9	3	1.0
discrete	55	10	0	0.0
discrete	55	10	1	0.0
discrete	55	10	2	0.0
discrete	55	10	3	1.0
discrete	55	11	0	0.0
discrete	55	11	1	0.0
discrete	55	11	2	0.0
discrete	55	11	3	1.0
discrete	55	12	0	0.0
discrete	55	12	1	0.0
discrete	55	12	2	0.0
discrete	55	12	3	1.0
discrete	55	13	0	0.0
discrete	55	13	1	0.0
discrete	55	13	2	0.0
discrete	55	13	3	1.0
discrete	55	14	0	0.0
discrete	55	14	1	0.0
discrete	55	14	2	0.0
discrete	55	14	3	1.0
discrete	55	15	0	0.0
discrete	55	15	1	0.0
discrete	55	15	2	0.0
discrete	55	15	3	1.0
discrete	55	16	0	0.0
discrete	55	16	1	0.0
discrete	55	16	2	0.0
discrete	55	16	3	1.0
discrete	55	17	0	0.0
discrete	55	17	1	0.0
discrete	55	17	2	0.0
discrete	55	17	3	1.0
discrete	55	18	0	0.0
discrete	55	18	1	0.0
discrete	55	18	2	0.0
discrete	55	18	3	1.0
discrete	55	19	0	0.0
discrete	55	19	1	0.0
discrete	55	19	2	0.0
discrete	55	19	3	1.0
discrete	55	20	0	0.0
discrete	55	20	1	0.0
discrete	55	20	2	0.0
discrete	55	20	3	1.0
discrete	55	21	0	0.0
discrete	55	21	1	0.0
discrete	55	21	2	0.0
discrete	55	21	3	1.0
discrete	55	22	0	0.0
discrete	55	22	1	0.0
discrete	55	22	2	0.0
discrete	55	22	3	1.0
discrete	55	23	0	0.0
discrete	55	23	1	0.0
discrete	55	23	2	0.0
discrete	55	23	3	1.0
discrete	55	24	0	0.0
discrete	55	24	1	0.0
discrete	55	24	2	0.0
discrete	55	24	3	1.0
discrete	56	0	0	0.0
discrete	56	0	1	1.0
discrete	56	0	2	0.0
discrete	56	0	3	0.0
discrete	56	1	0	0.0
discrete	56	1	1	1.0
discrete	56	1	2	0.0
discrete	56	1	3	0.0
discrete	56	2	0	0.0
discrete	56	2	1	1.0
discrete	56	2	2	0.0
discrete	56	2	3	0.0
discrete	56	3	0	0.0
discrete	56	3	1	0.0
discrete	56	3	2	1.0
discrete	56	3	3	0.0
discrete	56	4	0	0.0
discrete	56	4	1	0.0
discrete	56	4	2	1.0
discrete	56	4	3	0.0
discrete	56	5	0	0.0
discrete	56	5	1	0.0
discrete	56	5	2	1.0
discrete	56	5	3	0.0
discrete	56	6	0	0.0
discrete	56	6	1	0.0
discrete	56	6	2	1.0
discrete	56	6	3	0.0
discrete	56	7	0	0.0
discrete	56	7	1	0.0
discrete	56	7	2	1.0
discrete	56	7	3	0.0
discrete	56	8	0	0.0
discrete	56	8	1	0.0
discrete	56	8	2	1.0
discrete	56	8	3	0.0
discrete	56	9	0	0.0
discrete	56	9	1	0.0
discrete	56	9	2	0.0
discrete	56	9	3	1.0
discrete	56	10	0	0.0
discrete	56	10	1	0.0
discrete	56	10	2	0.0
discrete	56	10	3	1.0
discrete	56	11	0	0.0
discrete	56	11	1	0.0
discrete	56	11	2	0.0
discrete	56	11	3	1.0
discrete	56	12	0	0.0
discrete	56	12	1	0.0
discrete	56	12	2	0.0
discrete	56	12	3	1.0
discrete	56	13	0	0.0
discrete	56	13	1	0.0
discrete	56	13	2	0.0
discrete	56	13	3	1.0
discrete	56	14	0	0.0
discrete	56	14	1	0.0
discrete	56	14	2	0.0
discrete	56	14	3	1.0
discrete	56	15	0	0.0
discrete	56	15	1	0.0
discrete	56	15	2	0.0
discrete	56	15	3	1.0
discrete	56	16	0	0.0
discrete	56	16	1	0.0
discrete	56	16	2	0.0
discrete	56	16	3	1.0
discrete	56	17	0	0.0
discrete	56	17	1	0.0
discrete	56	17	2	0.0
discrete	56	17	3	1.0
discrete	56	18	0	0.0
